Stock,Country,lvl4,Area,Year,BMS landing,Discards,Landings,Logbook Registered Discard,Catch,DR
gug.27.3a47d,FRA,OTM_DEF,27.7.d,2017,NA,118241.771709657,1484.67,NA,119726.441709657,0.987599481127148
gug.27.3a47d,FRA,OTM_SPF,27.7.d,2019,NA,76556.602044,2443.22,NA,78999.822044,0.969073094890781
gug.27.3a47d,FRA,PS_SPF_,27.7.d,2018,NA,0,336,NA,336,0
gug.27.3a47d,FRA,PS_SPF_,27.7.d,2019,NA,0,468,NA,468,0
gug.27.3a47d,FRA,SSC_DEF,27.7.d,2015,NA,69427.3117550371,9739,NA,79166.3117550371,0.876980501123569
gug.27.3a47d,FRA,SSC_DEF,27.7.d,2016,NA,213409.005581947,28516.56,NA,241925.565581947,0.882126719714785
gug.27.3a47d,FRA,SSC_DEF,27.7.d,2017,NA,88996.3740933008,74457.9,NA,163454.274093301,0.544472603038212
gug.27.3a47d,FRA,SSC_DEF,27.7.d,2018,NA,444896.871418063,41816.4,NA,486713.271418063,0.914084117989703
gug.27.3a47d,FRA,SSC_DEF,27.7.d,2019,NA,1592315.409152,50817,NA,1643132.409152,0.969073094951474
gug.27.3a47d,NL,MIS_MIS,27.7.d,2017,NA,46367.5957140631,18876,NA,65243.5957140631,0.710684247343968
gug.27.3a47d,NL,SDN_DEF,27.7.d,2019,NA,8146.919404,260,NA,8406.919404,0.969073094732383
gug.27.3a47d,NL,SSC_DEF,27.7.d,2015,NA,101826.653407449,12200,NA,114026.653407449,0.893007471188284
gug.27.3a47d,NL,SSC_DEF,27.7.d,2016,NA,927391.69765306,35304,NA,962695.69765306,0.96332797571853
gug.27.3a47d,NL,SSC_DEF,27.7.d,2017,NA,130557.873407878,109230,NA,239787.873407878,0.544472376990473
gug.27.3a47d,NL,SSC_DEF,27.7.d,2018,NA,793721.632864221,59256,NA,852977.632864221,0.930530417543279
gug.27.3a47d,NL,SSC_DEF,27.7.d,2019,NA,835960.64526,30940,NA,866900.64526,0.964309635516858
gug.27.3a47d,UKE,FPO_CRU,27.7.d,2019,0,4717.29071235053,312,NA,5029.29071235053,0.9379634191291
gug.27.3a47d,UKE,GNS_DEF,27.7.d,2015,NA,5902162.68772003,81250,NA,5983412.68772003,0.986420792908577
gug.27.3a47d,UKE,GNS_DEF,27.7.d,2016,NA,751619.294204838,144072,NA,895691.294204838,0.839149938229664
gug.27.3a47d,UKE,GNS_DEF,27.7.d,2017,NA,3925572.12219473,269412,NA,4194984.12219473,0.935777587673193
gug.27.3a47d,UKE,GNS_DEF,27.7.d,2018,0,3371773.00018313,212616,NA,3584389.00018313,0.940682777458268
gug.27.3a47d,UKE,GNS_DEF,27.7.d,2019,312,1965930.90437208,130026,NA,2095956.90437208,0.9379634191291
gug.27.3a47d,UKE,GTR_DEF,27.7.d,2015,NA,4725362.25029154,65050,NA,4790412.25029154,0.986420792908577
gug.27.3a47d,UKE,GTR_DEF,27.7.d,2016,NA,324323.34162119,106680,NA,431003.34162119,0.752484517640327
gug.27.3a47d,UKE,GTR_DEF,27.7.d,2017,NA,4412662.34264833,302841,NA,4715503.34264833,0.935777587673193
gug.27.3a47d,UKE,GTR_DEF,27.7.d,2018,0,2409224.86636858,151920,NA,2561144.86636858,0.940682777458268
gug.27.3a47d,UKE,GTR_DEF,27.7.d,2019,0,1004389.8141713,66430,NA,1070819.8141713,0.9379634191291
gug.27.3a47d,UKE,LLS_FIF,27.7.d,2015,NA,39953.1012707202,550,NA,40503.1012707202,0.986420792908577
gug.27.3a47d,UKE,LLS_FIF,27.7.d,2016,NA,813.000859064184,144,NA,957.000859064184,0.8495299156358
gug.27.3a47d,UKE,LLS_FIF,27.7.d,2017,NA,29331.1978752913,2013,NA,31344.1978752913,0.935777587673193
gug.27.3a47d,UKE,LLS_FIF,27.7.d,2018,0,2664.22971004424,168,NA,2832.22971004424,0.940682777458268
gug.27.3a47d,UKE,LLS_FIF,27.7.d,2019,0,393.107559362544,26,NA,419.107559362544,0.9379634191291
gug.27.3a47d,UKE,MIS_MIS,27.7.d,2015,NA,101506.256920094,1375,NA,102881.256920094,0.986635077747272
gug.27.3a47d,UKE,MIS_MIS,27.7.d,2016,NA,361180.519923843,6624,NA,367804.519923843,0.981990433392794
gug.27.3a47d,UKE,MIS_MIS,27.7.d,2017,NA,35991.6302395874,14652,NA,50643.6302395874,0.710684247343968
gug.27.3a47d,UKE,MIS_MIS,27.7.d,2018,0,40344.0498949556,2544,NA,42888.0498949556,0.940682777458268
gug.27.3a47d,UKE,MIS_MIS,27.7.d,2019,0,14379.0461324667,1898,NA,16277.0461324667,0.883394076262142
gug.27.3a47d,UKE,OTB_CRU,27.7.d,2018,0,7300.89227071928,792,NA,8092.89227071928,0.902136347117146
gug.27.3a47d,UKE,OTB_DEF,27.7.d,2015,NA,1602291.33693958,220125,NA,1822416.33693958,0.879212562169158
gug.27.3a47d,UKE,OTB_DEF,27.7.d,2016,NA,3922705.61320759,1248120,NA,5170825.61320759,0.758622685551029
gug.27.3a47d,UKE,OTB_DEF,27.7.d,2017,NA,195147802.028498,2784177,NA,197931979.028498,0.985933667648525
gug.27.3a47d,UKE,OTB_DEF,27.7.d,2018,0,19772688.8069101,1859424,NA,21632112.8069101,0.914043347656451
gug.27.3a47d,UKE,OTB_DEF,27.7.d,2019,0,26626960.8941279,859820,NA,27486780.8941279,0.968718781464013
gug.27.3a47d,UKE,SDN_all,27.7.d,2019,0,2794.483692,494,NA,3288.483692,0.849778789780296
gug.27.3a47d,UKE,SSC_DEF,27.7.d,2015,NA,785609.323932469,94125,NA,879734.323932469,0.893007471188284
gug.27.3a47d,UKE,SSC_DEF,27.7.d,2016,NA,683574.240275613,108792,NA,792366.240275613,0.862699854599865
gug.27.3a47d,UKE,SSC_DEF,27.7.d,2017,NA,39246.2489549362,32835,NA,72081.2489549362,0.544472376990473
gug.27.3a47d,UKE,SSC_DEF,27.7.d,2018,0,140949.33453254,13248,NA,154197.33453254,0.914084117989703
gug.27.3a47d,UKE,SSC_DEF,27.7.d,2019,0,44858.818108,7930,NA,52788.818108,0.849778792475026
gug.27.3a47d,UKE,TBB_CRU,27.7.d,2015,NA,0,150,NA,150,0
gug.27.3a47d,UKE,TBB_CRU,27.7.d,2016,NA,0,3744,NA,3744,0
gug.27.3a47d,UKE,TBB_DEF,27.7.d,2015,NA,2351195.55648,138400,NA,2489595.55648,0.944408641138611
gug.27.3a47d,UKE,TBB_DEF,27.7.d,2016,NA,4456276.18810462,220320,NA,4676596.18810462,0.952888812474251
gug.27.3a47d,UKE,TBB_DEF,27.7.d,2017,NA,6143769.265235,465531,NA,6609300.265235,0.929564253201099
gug.27.3a47d,UKE,TBB_DEF,27.7.d,2018,0,6529652.57653059,293784,NA,6823436.57653059,0.956944862503672
gug.27.3a47d,UKE,TBB_DEF,27.7.d,2019,0,979297.750220303,146744,NA,1126041.7502203,0.869681563786342
gug.27.3a47d,UKS,MIS_MIS,27.7.d,2015,NA,NA,0,NA,0,NA
gug.27.3a47d,UKS,MIS_MIS,27.7.d,2016,NA,NA,0,NA,0,NA
gug.27.3a47d,UKS,MIS_MIS,27.7.d,2017,NA,NA,0,NA,0,NA
gug.27.3a47d,UKS,OTB_CRU,27.7.d,2016,NA,NA,0,NA,0,NA
gug.27.3a47d,UKS,OTB_CRU,27.7.d,2017,NA,2768.86313148183,330,NA,3098.86313148183,0.893509333585121
gug.27.3a47d,UKS,OTB_CRU,27.7.d,2018,NA,487831.815616977,17328,NA,505159.815616977,0.965697984154111
gug.27.3a47d,UKS,OTB_CRU,27.7.d,2019,NA,92807.4656730324,3952,NA,96759.4656730324,0.959156450766744
gug.27.3a47d,UKS,OTB_DEF,27.7.d,2016,NA,NA,0,NA,0,NA
gug.27.3a47d,UKS,OTB_DEF,27.7.d,2017,NA,NA,0,NA,0,NA
hke.27.3a46-8abd,BE,MIS_MIS,27.7.d,2015,NA,NA,62,NA,62,NA
hke.27.3a46-8abd,BE,MIS_MIS,27.7.e,2015,NA,NA,124,NA,124,NA
hke.27.3a46-8abd,BE,MIS_MIS,27.7.f,2014,NA,NA,130,NA,130,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.a,2012,NA,NA,18260,NA,18260,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.a,2013,NA,NA,19886,NA,19886,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.a,2014,NA,NA,8840,NA,8840,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.a,2015,NA,NA,372,NA,372,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.a,2016,NA,NA,1134,NA,1134,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.a,2018,NA,NA,220,NA,220,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.a,2019,NA,NA,3420,NA,3420,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.d,2014,NA,NA,65,NA,65,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.d,2016,NA,NA,378,NA,378,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.e,2012,NA,NA,2200,NA,2200,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.e,2013,NA,NA,4636,NA,4636,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.e,2014,NA,NA,1300,NA,1300,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.e,2015,NA,NA,186,NA,186,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.e,2016,NA,NA,378,NA,378,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.e,2017,NA,NA,1712,NA,1712,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.e,2018,NA,NA,3410,NA,3410,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.e,2019,NA,NA,912,NA,912,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.f,2012,NA,NA,15180,NA,15180,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.f,2013,NA,NA,55022,NA,55022,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.f,2014,NA,NA,17030,NA,17030,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.f,2015,NA,NA,744,NA,744,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.f,2016,NA,NA,66528,NA,66528,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.f,2017,NA,NA,18,NA,18,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.f,2018,NA,NA,24310,NA,24310,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.f,2019,NA,NA,7296,NA,7296,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.g,2012,NA,NA,125070,NA,125070,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.g,2013,NA,NA,186904,NA,186904,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.g,2014,NA,NA,69290,NA,69290,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.g,2015,NA,NA,15686,NA,15686,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.g,2016,NA,NA,164619,NA,164619,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.g,2017,NA,NA,23923,NA,23923,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.g,2018,NA,NA,114290,NA,114290,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.g,2019,NA,NA,191976,NA,191976,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.h,2016,NA,NA,378,NA,378,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.h,2019,NA,NA,2964,NA,2964,NA
hke.27.3a46-8abd,BE,OTB_CRU,27.7.j,2019,NA,NA,912,NA,912,NA
hke.27.3a46-8abd,BE,OTB_DEF,27.7.g,2013,NA,NA,366,NA,366,NA
hke.27.3a46-8abd,BE,SSC_DEF,27.7.d,2012,NA,NA,1320,NA,1320,NA
hke.27.3a46-8abd,BE,SSC_DEF,27.7.d,2013,NA,NA,1220,NA,1220,NA
hke.27.3a46-8abd,BE,SSC_DEF,27.7.d,2014,NA,NA,130,NA,130,NA
hke.27.3a46-8abd,BE,SSC_DEF,27.7.d,2016,NA,NA,378,NA,378,NA
hke.27.3a46-8abd,BE,SSC_DEF,27.7.d,2019,NA,NA,456,NA,456,NA
hke.27.3a46-8abd,BE,SSC_DEF,27.7.e,2012,NA,NA,19360,NA,19360,NA
hke.27.3a46-8abd,BE,SSC_DEF,27.7.e,2013,NA,NA,22204,NA,22204,NA
hke.27.3a46-8abd,BE,SSC_DEF,27.7.e,2016,NA,NA,4914,NA,4914,NA
hke.27.3a46-8abd,BE,SSC_DEF,27.7.e,2019,NA,NA,798,NA,798,NA
hke.27.3a46-8abd,BE,TBB_DEF,27.7.a,2012,NA,399080,94380,NA,493460,0.808738296923763
hke.27.3a46-8abd,BE,TBB_DEF,27.7.a,2013,NA,430904,101870,NA,532774,0.808793221891459
hke.27.3a46-8abd,BE,TBB_DEF,27.7.d,2012,NA,72380,17050,NA,89430,0.809348093480935
hke.27.3a46-8abd,BE,TBB_DEF,27.7.d,2013,NA,75152,17934,NA,93086,0.807339449541284
hke.27.3a46-8abd,BE,TBB_DEF,27.7.e,2012,NA,111430,26290,NA,137720,0.809105431309904
hke.27.3a46-8abd,BE,TBB_DEF,27.7.e,2013,NA,174704,41236,NA,215940,0.809039548022599
hke.27.3a46-8abd,BE,TBB_DEF,27.7.f,2012,NA,1005840,237930,NA,1243770,0.808702573626957
hke.27.3a46-8abd,BE,TBB_DEF,27.7.f,2013,NA,951356,224968,NA,1176324,0.808753370669985
hke.27.3a46-8abd,BE,TBB_DEF,27.7.f,2016,NA,3673989,1355115,NA,5029104,0.730545441096466
hke.27.3a46-8abd,BE,TBB_DEF,27.7.g,2012,NA,2069210,489500,NA,2558710,0.808692661536477
hke.27.3a46-8abd,BE,TBB_DEF,27.7.g,2013,NA,3424418,809836,NA,4234254,0.808741752384245
hke.27.3a46-8abd,BE,TBB_DEF,27.7.g,2017,NA,19748016,2721974,NA,22469990,0.878861806347043
hke.27.3a46-8abd,BE,TBB_DEF,27.7.g,2018,NA,5459727,2105280,NA,7565007,0.721708122675894
hke.27.3a46-8abd,BE,TBB_DEF,27.7.g,2019,NA,8820366,1204606,NA,10024972,0.879839464888281
hke.27.3a46-8abd,BE,TBB_DEF,27.7.h,2012,NA,53570,12650,NA,66220,0.808970099667774
hke.27.3a46-8abd,BE,TBB_DEF,27.7.h,2013,NA,2684,610,NA,3294,0.814814814814815
hke.27.3a46-8abd,DE,OTM_SPF,27.7.b,2017,NA,1056,135626,NA,136682,0.00772596245299308
hke.27.3a46-8abd,DE,OTM_SPF,27.7.b,2019,NA,NA,969000,NA,969000,NA
hke.27.3a46-8abd,DE,OTM_SPF,27.7.c,2017,NA,NA,96558,NA,96558,NA
hke.27.3a46-8abd,DE,OTM_SPF,27.7.h,2019,NA,NA,4902,NA,4902,NA
hke.27.3a46-8abd,DE,OTM_SPF,27.7.j,2019,NA,NA,2784450,NA,2784450,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.c,2011,NA,NA,969000,NA,969000,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.c.2,2019,NA,NA,1021840,NA,1021840,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.h,2017,NA,NA,5441580,NA,5441580,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.h,2019,NA,NA,19989760,0,19989760,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.j,2011,NA,NA,33852400,NA,33852400,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.j,2012,NA,NA,14431350,NA,14431350,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.j,2013,NA,NA,40249530,NA,40249530,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.j,2014,NA,NA,38047750,NA,38047750,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.j,2015,NA,NA,19552120,NA,19552120,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.j.2,2016,NA,NA,52288990,NA,52288990,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.j.2,2017,NA,NA,26042060,NA,26042060,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.j.2,2018,NA,NA,37748700,0,37748700,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.j.2,2019,NA,NA,61007620,0,61007620,NA
hke.27.3a46-8abd,ES,GNS_DEF,27.7.k.2,2019,NA,NA,948170,NA,948170,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.b,2011,NA,NA,38001510,NA,38001510,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.b,2012,NA,NA,21623850,NA,21623850,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.b,2013,NA,NA,21448510,NA,21448510,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.b,2014,NA,NA,70223720,NA,70223720,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.b,2015,NA,NA,50147260,NA,50147260,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.b,2016,NA,NA,76634020,NA,76634020,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.b,2017,NA,NA,51633360,NA,51633360,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.b,2018,NA,NA,10446680.88,NA,10446680.88,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.b,2019,NA,NA,22057728.1,0,22057728.1,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.c,2011,NA,NA,93014900,NA,93014900,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.c,2012,NA,NA,105323280,NA,105323280,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.c,2013,NA,NA,123948320,NA,123948320,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.c,2014,NA,NA,218676830,NA,218676830,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.c,2015,NA,NA,125259130,NA,125259130,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.c.2,2016,NA,NA,117332290,NA,117332290,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.c.2,2017,NA,NA,123827480,NA,123827480,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.c.2,2018,NA,NA,53562879.9,0,53562879.9,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.c.2,2019,NA,NA,91767896.5,0,91767896.5,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.g,2014,NA,NA,328900,NA,328900,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.g,2017,NA,NA,1145700,NA,1145700,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.g,2018,NA,NA,1445400,NA,1445400,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.g,2019,NA,NA,47079560.3,0,47079560.3,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.h,2011,NA,NA,20297190,NA,20297190,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.h,2012,NA,NA,17494880,NA,17494880,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.h,2013,NA,NA,30144110,NA,30144110,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.h,2014,NA,NA,40603350,NA,40603350,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.h,2015,NA,NA,25747840,NA,25747840,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.h,2016,NA,NA,68824220,NA,68824220,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.h,2017,NA,NA,64972950,NA,64972950,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.h,2018,NA,NA,95783842.4,0,95783842.4,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.h,2019,NA,NA,69481397.6,0,69481397.6,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.j,2011,NA,NA,1441773650,NA,1441773650,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.j,2012,NA,NA,1179870200,NA,1179870200,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.j,2013,NA,NA,798192200,NA,798192200,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.j,2014,NA,NA,534214160,NA,534214160,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.j,2015,NA,NA,622129520,NA,622129520,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.j.2,2016,NA,NA,785975980,NA,785975980,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.j.2,2017,NA,NA,731800880,NA,731800880,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.j.2,2018,NA,NA,612838713.6,0,612838713.6,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.j.2,2019,NA,NA,506049430.5,0,506049430.5,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.k,2011,NA,NA,25352860,NA,25352860,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.k,2012,NA,NA,34898380,NA,34898380,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.k,2013,NA,NA,43121760,NA,43121760,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.k,2014,NA,NA,39864770,NA,39864770,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.k,2015,NA,NA,100955040,NA,100955040,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.k.2,2016,NA,NA,84119630,NA,84119630,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.k.2,2017,NA,NA,73113560,NA,73113560,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.k.2,2018,NA,NA,14207654.32,0,14207654.32,NA
hke.27.3a46-8abd,ES,LLS_DEF,27.7.k.2,2019,NA,NA,66308691.7,0,66308691.7,NA
hke.27.3a46-8abd,ES,MIS_MIS,27.7.e,2011,NA,NA,4400,NA,4400,NA
hke.27.3a46-8abd,ES,MIS_MIS,27.7.e,2012,NA,NA,6600,NA,6600,NA
hke.27.3a46-8abd,ES,OTB_DEF,27.7.b,2011,NA,NA,5875190,NA,5875190,NA
hke.27.3a46-8abd,ES,OTB_DEF,27.7.b,2012,NA,NA,2750340,NA,2750340,NA
hke.27.3a46-8abd,ES,OTB_DEF,27.7.b,2013,NA,3553518.6,874060,NA,4427578.6,0.802587355535597
hke.27.3a46-8abd,ES,OTB_DEF,27.7.b,2014,NA,2914330,643720,NA,3558050,0.819080676213094
hke.27.3a46-8abd,ES,OTB_DEF,27.7.b,2015,NA,2931235,818430,NA,3749665,0.781732501436795
hke.27.3a46-8abd,ES,OTB_DEF,27.7.b,2016,NA,2635925,1605910,NA,4241835,0.621411488188484
hke.27.3a46-8abd,ES,OTB_DEF,27.7.b,2017,NA,1689463,2328480,NA,4017943,0.420479583707385
hke.27.3a46-8abd,ES,OTB_DEF,27.7.b,2018,NA,74535,531300,NA,605835,0.123028547376761
hke.27.3a46-8abd,ES,OTB_DEF,27.7.b,2019,NA,145362,965420,0,1110782,0.130864562083289
hke.27.3a46-8abd,ES,OTB_DEF,27.7.c,2011,NA,NA,27775880,NA,27775880,NA
hke.27.3a46-8abd,ES,OTB_DEF,27.7.c,2012,NA,NA,9995560,NA,9995560,NA
hke.27.3a46-8abd,ES,OTB_DEF,27.7.c,2013,NA,6979610.1,12070450,NA,19050060.1,0.366382576399326
hke.27.3a46-8abd,ES,OTB_DEF,27.7.c,2014,NA,4857610,15664790,NA,20522400,0.236697949557557
hke.27.3a46-8abd,ES,OTB_DEF,27.7.c,2015,NA,12001973,13429830,NA,25431803,0.471927727656588
hke.27.3a46-8abd,ES,OTB_DEF,27.7.c.2,2016,NA,5090027,24866450,NA,29956477,0.169914072339014
hke.27.3a46-8abd,ES,OTB_DEF,27.7.c.2,2017,NA,2908846,24110580,NA,27019426,0.107657579402316
hke.27.3a46-8abd,ES,OTB_DEF,27.7.c.2,2018,NA,3479002,23699080,0,27178082,0.12800763497586
hke.27.3a46-8abd,ES,OTB_DEF,27.7.c.2,2019,2052,1244316,23650490,0,24894806,0.0499829562841341
hke.27.3a46-8abd,ES,OTB_DEF,27.7.g,2011,NA,NA,184800,NA,184800,NA
